phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
hidden web,hidden web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
effective policies,effective policy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different query,different query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
implicit relevance,implicit relevance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
searcher interests,searcher interest,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
scalar values,scalar value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
natural way,natural way,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multidimensional range,multidimensional range,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
light levels,light level,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
dimensional range,dimensional range,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
classical index,classical index,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
reasonable assumptions,reasonable assumption,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
detailed simulations,detailed simulation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
sized network,sized network,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
small scale,small scale,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
novel study,novel study,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
global recommender,global recommender,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
individual rating,individual rating,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
direct uses,direct us,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
broad primitives,broad primitive,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
mobile environments,mobile environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
frequent disconnections,frequent disconnection,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
traditional middleware,traditional middleware,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
synchronous communication,synchronous communication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
standard middleware,standard middleware,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
intermittent availability,intermittent availability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
asynchronous communication,asynchronous communication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
suitable paradigm,suitable paradigm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
mobile computing,mobile computing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
possible solutions,possible solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
concrete example,concrete example,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
common voting,common voting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
transferable vote,transferable vote,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
deterministic communication,deterministic communication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
heterogeneous idss,heterogeneous idss,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
computational aspects,computational aspect,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unique solution,unique solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
weaker version,weak version,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
positive probability,positive probability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
minimum support,minimum support,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
exponential number,exponential number,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
particular procurement,particular procurement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
empirical mechanism,empirical mechanism,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
key design,key design,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
observed behavior,observed behavior,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
reasonable parameter,reasonable parameter,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
certain conditions,certain condition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
optimal mechanism,optimal mechanism,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
better game,well game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
physical network,physical network,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different actions,different action,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
smoother game,smoother game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
contemporaneous end,contemporaneous end,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
node population,node population,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
opportunistic network,opportunistic network,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
direct delivery,direct delivery,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
low delivery,low delivery,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
high resource,high resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
initial acceptance,initial acceptance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
automated folder,automated folder,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
new task,new task,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
standard topic,standard topic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
pure bag,pure bag,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
enriched feature,enriched feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
contextual cues,contextual cue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
particular community,particular community,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
complete search,complete search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
relevant domains,relevant domain,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
motivated algorithms,motivated algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
additional pages,additional page,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
certain domain,certain domain,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
biomedical literature,biomedical literature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
conceptual retrieval,conceptual retrieval,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
lingual keyword,lingual keyword,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
effective means,effective mean,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
occurrence statistics,occurrence statistic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
english clir,english clir,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
trec collections,trec collection,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
higher effectiveness,high effectiveness,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
traditional query,traditional query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
little attention,little attention,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
principled solution,principled solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
temporal search,temporal search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
temporal coalescing,temporal coalescing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
comprehensive series,comprehensive series,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
new ranking,new ranking,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple criteria,multiple criterion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
negative reasons,negative reason,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
better rank,well rank,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
distinctive features,distinctive feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
benchmark evaluation,benchmark evaluation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
logistic regression,logistic regression,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
incremental rocchio,incremental rocchio,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
adaptive filtering,adaptive filtering,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
stationary topics,stationary topic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
trec utility,trec utility,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
corpus parameter,corpus parameter,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
small portion,small portion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
mobile countersniper,mobile countersniper,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
internode communication,internode communication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
acoustic detection,acoustic detection,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
heterogeneous sensor,heterogeneous sensor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
single sensor,single sensor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
ballistic shockwaves,ballistic shockwave,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple sensors,multiple sensor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
independent evaluation,independent evaluation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
informational requirements,informational requirement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
arbitrary distribution,arbitrary distribution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
identical items,identical item,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
open question,open question,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unlimited supply,unlimited supply,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
novel index,novel index,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
minimum distance,minimum distance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
average distance,average distance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
maximum value,maximum value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
good index,good index,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
general sensor,general sensor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
greedy algorithm,greedy algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
good application,good application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unique set,unique set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
large populations,large population,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
high turnover,high turnover,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
generalized prisoner,generalized prisoner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
reciprocative decision,reciprocative decision,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
subjective reputation,subjective reputation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
stranger policies,stranger policy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
optimal levels,optimal level,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
computational load,computational load,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
true valuations,true valuation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
exhaustive search,exhaustive search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
centralized winner,centralized winner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
detailed views,detailed view,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
scalable aggregation,scalable aggregation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
simple api,simple api,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
simple extensions,simple extension,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
dht algorithms,dht algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
lazy reaggregation,lazy reaggregation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
spatial replication,spatial replication,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
benchmark experiments,benchmark experiment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
flat dhts,flat dht,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
natural extension,natural extension,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
evolutionary game,evolutionary game,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
undirected graph,undirected graph,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
stable strategy,stable strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
classical ess,classical ess,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
natural strengthenings,natural strengthening,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
generalized ess,generalized ess,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
real web,real web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
common web,common web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
large scale,large scale,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
popular web,popular web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
competitive web,competitive web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
static features,static feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current prediction,current prediction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
homogenous test,homogenous test,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
small sizes,small size,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
realistic situation,realistic situation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
novel query,novel query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current state,current state,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
similar transformation,similar transformation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
naive strategy,naive strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
sensitive stemming,sensitive stemming,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unique properties,unique property,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
morphological variants,morphological variant,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
bad expansions,bad expansion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
sensitive document,sensitive document,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
conservative strategy,conservative strategy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
spurious stemming,spurious stemming,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
major web,major web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
contextual advertising,contextual advertising,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
textual advertisements,textual advertisement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
generic web,generic web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
commercial ad,commercial ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
twin goal,twin goal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
generic ads,generic ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
textual ads,textual ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
previous solutions,previous solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
irrelevant ads,irrelevant ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
contextual ad,contextual ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
syntactic features,syntactic feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
major limitation,major limitation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
sensitive retrieval,sensitive retrieval,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
current query,current query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
overwhelming volume,overwhelming volume,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
online news,online news,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
available today,available today,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
automatic techniques,automatic technique,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
efficient manner,efficient manner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
previous research,previous research,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
flat collection,flat collection,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
rich structure,rich structure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
flat list,flat list,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
standard word,standard word,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
temporal locality,temporal locality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
wireless radios,wireless radio,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
consistent map,consistent map,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
spectral utilization,spectral utilization,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
inherent requirements,inherent requirement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
incremental gossiping,incremental gossiping,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
spectral sensing,spectral sensing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
initial solution,initial solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
alternative approaches,alternative approach,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
enforceable commitments,enforceable commitment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
best interests,good interest,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
alternative repair,alternative repair,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
adequate revenue,adequate revenue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
undue disturbance,undue disturbance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
original solution,original solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
unreliable bidders,unreliable bidder,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
possible withdrawals,possible withdrawal,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
bounded loss,bounded loss,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
new solution,new solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
limited changes,limited change,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
mutual bid,mutual bid,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
motivated auction,motivated auction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
different constraints,different constraint,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
extra bidders,extra bidder,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
distrusted bidders,distrusted bidder,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
measured manner,measured manner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
average recommendations,average recommendation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
viral marketing,viral marketing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
composite workflows,composite workflow,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
streamlined functionality,streamlined functionality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
recent research,recent research,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
best practices,good practice,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
actual service,actual service,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
modern business,modern business,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple web,multiple web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multiple business,multiple business,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
genetic search,genetic search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
better mappings,well mapping,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
traditional approaches,traditional approach,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
fouryear college,fouryear college,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
national recognition,national recognition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
best operating,good operating,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
future artists,future artist,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
nonlinear video,nonlinear video,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
digital video,digital video,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
expensive unix,expensive unix,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
visual artists,visual artist,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
digital realm,digital realm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
public computer,public computer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
lost processing,lost processing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
xgrid environment,xgrid environment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
potential applications,potential application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
marginal contributions,marginal contribution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
important solution,important solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
graphical interpretation,graphical interpretation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
accurate modeling,accurate modeling,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
important applications,important application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
key insight,key insight,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
dependent deviations,dependent deviation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
clickthrough interpretation,clickthrough interpretation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
higher preference,high preference,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
substantial improvements,substantial improvement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
intensive organisations,intensive organisation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
multilingual expertise,multilingual expertise,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
main expertise,main expertise,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
generative language,generative language,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
characteristic features,characteristic feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
hierarchical structure,hierarchical structure,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
roundtable meetings,roundtable meeting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
continuous speech,continuous speech,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
arbitrary queries,arbitrary query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
phonetic lattices,phonetic lattice,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
overall ranking,overall ranking,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
recent nist,recent nist,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
weighted training,weighted training,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
ranking predictions,ranking prediction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
fundamental challenges,fundamental challenge,ADJ+NOUN,2,1,1,0.025836,False,rejected,-5.01069208618532e-05,
